Palas,Precio,Marca,Color,Balance,Nucleo,Cara,Dureza,Nivel de Juego,Forma,Superficie,Tipo de Juego,Jugador,score_lesion,score_nivel
HARLEM EUPHORIA,63.95,No data,"negro, verde",0,4,0,0,2,0,1,0,mixta,0.34615384615384615,0.3290676416819013 
VARLION LW DIFUSOR W 2021,149.95,varlion,"negro, rosa",1,4,0,0,2,1,2,0,mixta,0.4807692307692308,0.4552102376599635
DUNLOP BOOST LITE 2.0 WOMAN,109.0,black crown,"negro, azul",1,2,2,0,2,1,1,1,mixta,0.47692307692307695,0.4515539305301645
BLACK CROWN PITON 11 2023,86.95,dunlop,rosa,1,4,1,1,1,1,2,1,mujer,0.6038461538461538,0.5173674588665448
SIUX FURTIVE PRO 2,62.95,siux,"negro, amarillo",2,4,1,0,2,2,1,0,mixta,0.5846153846153846,0.5575868372943328
ADIDAS ADIPOWER JUNIOR 3.3,222.95,varlion,verde,0,4,0,0,3,0,2,0,mixta,0.42307692307692313,0.44606946983546625
VARLION BOURNE PRISMA RADIO,66.95,adidas,"negro, blanco, naranja",1,4,0,1,1,1,1,1,junior,0.5192307692307693,0.4369287020109689
MYSTICA QUICKSTART HYBRID BLUE 2024,48.95,No data,azul,2,2,1,2,1,0,1,2,mixta,0.5846153846153846,0.4844606946983547
SIUX ELECTRA ST3 LITE,229.0,siux,"negro, amarillo",2,3,0,2,2,1,2,1,hombre,0.6538461538461539,0.6087751371115173
DUNLOP TITAN 2.0 AMARILLA AZUL,89.95,dunlop,No data,2,0,1,2,2,0,1,2,hombre,0.5076923076923077,0.46983546617915906
RS PADEL COBRA APEX EDITION NEGRO GRIS MUJER,109.95,No data,"negro, gris",1,2,0,0,1,2,2,0,mujer,0.3653846153846154,0.3491773308957953
SIUX PEGASUS REVOLUTION 2,349.0,siux,negro,2,2,0,3,2,0,1,2,hombre,0.6346153846153847,0.5648994515539305
SIUX PEGASUS 1K LIMITED EDITION,169.95,siux,negro,0,4,0,0,2,0,1,0,mixta,0.34615384615384615,0.3290676416819013
BLACK CROWN PITON ATTACK PLUS,183.95,black crown,"negro, blanco, naranja",0,4,0,0,2,2,2,0,mixta,0.46153846153846156,0.4826325411334553
RS COBRA APEX EDITION WOMEN GREEN,60.95,No data,"lima, verde",1,2,0,0,1,2,2,0,mujer,0.3653846153846154,0.3491773308957953
HEAD SPEED JUNIOR 2023,49.95,head,"negro, gris",2,1,1,0,1,2,1,2,junior,0.48846153846153845,0.4625228519195612
BLACK CROWN SPECIAL SOFT 2023,280.0,black crown,"negro, blanco, plateado",3,4,0,0,2,2,2,3,mixta,0.8076923076923077,0.7842778793418647
STARVIE AQUILA SPACE SPEED 2.0 2023,130.95,No data,"negro, azul, verde",2,4,0,0,1,2,2,2,mixta,0.6538461538461539,0.6014625228519197
VARLION BOURNE CARBON 2 PRISMA,127.95,varlion,"negro, gris, rosa",0,2,0,0,2,3,2,0,mixta,0.38461538461538464,0.4497257769652651
DUNLOP AERO-STAR LITE,150.95,dunlop,No data,3,2,0,3,1,3,2,3,hombre,0.8653846153846154,0.809872029250457
DUNLOP NEMESIS CARBON,123.95,dunlop,"negro, rojo",2,4,0,0,2,2,2,0,mixta,0.576923076923077,0.5648994515539306
BABOLAT AIR VIPER 2024,254.95,babolat,azul,3,2,0,2,2,0,2,3,hombre,0.7307692307692308,0.6745886654478978
BLACK CROWN WOLF,71.95,black crown,"negro, amarillo",1,4,1,1,1,0,1,1,hombre,0.5269230769230769,0.4186471663619744
SIUX ELECTRA ST2 CONTROL RACKET,139.95,siux,"negro, azul",1,4,0,1,2,1,2,1,hombre,0.5961538461538461,0.5539305301645339
WILSON BELA PRO PADEL 2,149.96,wilson,"negro, rojo",3,3,0,0,3,3,2,0,mixta,0.6538461538461539,0.7038391224862889
HEAD CHALLENGE AZUL VERDE,61.95,head,"negro, azul, verde",2,1,1,0,1,2,1,0,mixta,0.3730769230769231,0.3528336380255941
NOX AT10 GENIUS 12K BY AGUSTÍN TAPIA EX,149.95,nox,No data,3,2,0,2,2,2,2,2,hombre,0.75,0.7294332723948812
HEAD CALIBRE ROSA,59.95,head,"negro, rosa",2,1,1,0,1,2,1,0,mujer,0.3730769230769231,0.3528336380255941
DUNLOP TITAN KILLER 2.0 2024,89.95,dunlop,azul,3,0,1,2,2,0,1,3,hombre,0.6230769230769231,0.5795246800731262
SIUX PEGASUS REVOLUTION 12K,129.95,siux,negro,2,4,0,2,2,0,1,2,hombre,0.6923076923076923,0.6087751371115173
HEAD GRAPHENE 360 ALPHA CONTROL,119.95,head,"negro, gris, naranja",2,1,0,0,2,2,1,2,mixta,0.4807692307692308,0.49908592321755024
HEAD SPEED PRO X 2023,213.95,head,"negro, azul",3,1,0,0,2,2,1,3,hombre,0.5961538461538461,0.6087751371115173
NOX AT10 GENIUS 12K AGUSTIN TAPIA 2024,188.95,nox,negro,2,2,0,3,2,2,2,2,mixta,0.75,0.7184643510054844
NOX PACK AT GENIUS LIMITED EDITION 2024,229.95,nox,negro,2,2,0,3,2,2,2,2,hombre,0.75,0.7184643510054844
SIUX VIKING III,44.95,siux,"negro, verde",0,4,1,0,1,3,1,0,hombre,0.46923076923076923,0.4570383912248629
NOX AT GENIUS ATTACK 18K AGUSTÍN TAPIA 2024,155.95,nox,negro,3,2,0,3,2,3,2,3,mixta,0.9038461538461539,0.882998171846435
NOX AT10 GENIUS 18K BY AGUSTIN TAPIA EX,149.95,nox,rojo,2,2,0,2,2,2,2,2,hombre,0.6923076923076923,0.6745886654478978
NOX ML10 PRO CUP ULTRALIGHT 23,89.95,nox,"blanco, gold",1,2,1,0,1,1,1,1,mixta,0.3923076923076923,0.3418647166361975
HEAD GRAPHENE 360 ALPHA TOUR,84.95,head,"negro, lima",1,1,0,0,2,2,1,0,mixta,0.3076923076923077,0.33455210237659966
HEAD GRAVITY MOTION 2022,103.95,head,"negro, azul, rosa",0,1,1,0,2,1,2,0,mixta,0.29615384615384616,0.3327239488117002
BULLPADEL VERTEX 04,49.95,bullpadel,"blanco, azul",1,4,1,0,1,1,1,1,mujer,0.5076923076923077,0.4296160877513711
BULLPADEL INDIGA W MUJER 2023,194.95,bullpadel,"negro, rojo",3,2,0,3,2,3,2,3,hombre,0.9038461538461539,0.882998171846435
SIUX SX GOLD,55.95,siux,"negro, gold",0,4,1,1,1,2,1,2,mixta,0.6038461538461538,0.5557586837294333
HEAD SPEED ELITE 2023,108.95,head,"negro, marrón",3,1,1,0,2,2,1,3,mixta,0.6423076923076924,0.6453382084095064
SIUX TRILOGY 3 CONTROL RACKET,118.95,siux,rojo,1,4,0,0,2,1,1,1,hombre,0.5,0.46617915904936014
HEAD GRAPHENE 360+ ALPHA TOUR,104.95,head,negro,3,1,0,2,2,3,1,3,hombre,0.75,0.7513711151736746
BULLPADEL HACK 03 24,188.95,bullpadel,negro,3,2,0,2,2,3,2,3,mixta,0.8461538461538463,0.8391224862888482
BULLPADEL BUKET X SERIES,64.95,bullpadel,"negro, gris",1,4,1,0,2,1,2,0,mixta,0.5269230769230769,0.4917733089579525
BLACK CROWN HURRICANE 2.0 2023,200.0,black crown,"gris, rosa",2,4,1,0,2,1,1,2,mujer,0.6615384615384615,0.6124314442413162
BULLPADEL PEARL BEA GONZALEZ 2024,277.99,bullpadel,No data,3,2,0,2,3,3,2,2,mujer,0.826923076923077,0.8574040219378428
ADIDAS RX SERIES LIGHT 2024,81.95,adidas,"negro, rosa",1,4,1,1,1,1,1,1,mujer,0.5653846153846154,0.4734917733089579
BULLPADEL VERTEX W JR 24,59.95,wilson,"negro, verde",0,4,1,0,2,2,1,0,mixta,0.46923076923076923,0.47531992687385743
WILSON BLADE TEAM V2 BLACK,47.95,bullpadel,azul,3,0,1,2,2,3,1,3,junior,0.7384615384615385,0.7440585009140769
HEAD RADICAL PRO 2024,188.95,black crown,rosa,1,2,1,0,2,1,1,1,mujer,0.4307692307692308,0.4149908592321755
BLACK CROWN PITON FURIA 2023,89.95,head,No data,2,1,0,0,3,2,1,2,hombre,0.5192307692307693,0.5722120658135283
WILSON BLADE JUNIOR V2,44.95,wilson,"negro, verde",2,2,1,0,1,2,1,0,junior,0.4307692307692308,0.396709323583181
DUNLOP NEMESIS CARBON CONTROL,123.95,dunlop,"negro, verde",1,4,0,0,2,1,2,0,mixta,0.4807692307692308,0.4552102376599635
BABOLAT AIR VERON 2024,191.95,babolat,negro,2,2,0,0,2,0,2,2,hombre,0.5,0.4771480804387569
BLACK CROWN PITON JUNIOR,50.95,black crown,"negro, gold",1,2,1,0,1,1,1,0,junior,0.3346153846153846,0.28702010968921393
WILSON ULTRA LT V2 PADEL 2,114.95,wilson,"negro, azul",3,4,0,0,2,3,2,0,mixta,0.6730769230769231,0.6745886654478976
ADIDAS RX SERIES LIME 2024,69.95,adidas,"negro, amarillo",1,4,1,1,1,1,1,1,hombre,0.5653846153846154,0.4734917733089579
NOX ML10 SHOTGUN 18K LUXURY SERIES 2024,159.95,nox,"negro, rojo",2,2,0,2,2,3,2,2,hombre,0.7307692307692308,0.7294332723948812
SIUX FENIX LITE 4,229.0,siux,"negro, verde",1,4,0,1,1,1,2,1,hombre,0.5576923076923077,0.48080438756855576
SIUX TRILOGY LITE AIR 4,229.0,siux,negro,3,3,0,3,2,3,2,3,hombre,0.9615384615384616,0.9268738574040218
PALA VARLION LW CARBON 5 GP NEGRO,170.95,varlion,negro,2,2,0,2,3,1,1,2,hombre,0.6538461538461539,0.6489945155393053
SIUX BEAT KID,68.99,siux,"amarillo, azul",1,4,1,1,1,1,0,1,junior,0.5269230769230769,0.4296160877513711
SIUX TRILOGY 4 CONTROL LITE AIR W,229.0,siux,No data,1,4,0,2,1,1,2,1,mujer,0.6153846153846154,0.5246800731261426
SIUX BEAT HYBRID,79.0,siux,No data,2,4,1,2,1,0,0,2,hombre,0.6615384615384615,0.5283363802559415
BLACK CROWN SHARK,67.95,black crown,"negro, azul",2,4,1,2,1,2,2,2,hombre,0.8153846153846154,0.7257769652650823
STARVIE TITANIA KEPLER 2.0 2023,107.95,No data,"negro, azul, rojo",1,4,0,0,2,1,2,1,mixta,0.5384615384615385,0.510054844606947
BULLPADEL HACK 03 JR 2024,59.95,bullpadel,plateado,2,2,1,0,2,3,1,2,junior,0.6230769230769231,0.6343692870201098
HEAD EXTREME ELITE 2023,134.95,head,verde,3,1,1,2,1,3,1,3,mixta,0.7576923076923077,0.7148080438756854
BABOLAT AIR VERTUO 2023,127.95,babolat,"azul, rojo",2,2,1,0,2,0,2,2,hombre,0.5461538461538462,0.513711151736746
SIUX EVOQUE 3 AIR,74.95,siux,"negro, rosa",2,4,0,1,1,0,1,2,mujer,0.5961538461538461,0.49177330895795246
HEAD ULTIMATE POWER II WITH CB NARANJA,74.95,head,"negro, amarillo, naranja",2,2,0,0,2,0,1,2,hombre,0.46153846153846156,0.43327239488117003
BLACK CROWN PITON 9.0,94.95,black crown,"negro, plateado",2,2,0,0,2,1,1,0,mixta,0.38461538461538464,0.37842778793418647
NOX SILHOUTTE CASUAL SERIES 23,72.95,nox,"negro, fucsia",1,2,1,0,1,1,1,3,mujer,0.5076923076923077,0.45155393053016457
BULLPADEL VERTEX 04 W,149.95,bullpadel,blanco,3,2,0,2,3,3,2,2,mujer,0.826923076923077,0.8574040219378428
WILSON BELA ELITE V2 ROJO,152.95,wilson,rojo,3,4,0,0,2,3,2,3,mixta,0.8461538461538463,0.8391224862888482
WILSON CUPRA PADEL V2 2,189.95,wilson,negro,3,2,0,2,2,3,2,3,mixta,0.8461538461538463,0.8391224862888482
NOX AT10 GENIUS BY AGUSTIN TAPIA JUNIOR 23,54.95,nox,"negro, blanco, rojo",1,2,1,0,2,2,1,1,junior,0.46923076923076923,0.46983546617915906
DUNLOP IMPACT PRO HL YELLOW,59.95,dunlop,"negro, amarillo, azul",2,2,1,0,2,0,1,0,mixta,0.3923076923076923,0.3601462522851919
DUNLOP SKIN CONTROL SOFT,59.95,dunlop,"negro, rosa",2,4,0,0,1,2,1,0,mixta,0.5,0.44789762340036565
BABOLAT COUNTER VERTUO 2023,127.95,babolat,"negro, amarillo",1,2,1,0,1,0,2,1,hombre,0.3923076923076923,0.33089579524680074
NOX AT10 GENIUS ULTRALIGHT 23,64.95,nox,"negro, blanco, verde",2,2,1,0,2,2,1,2,mixta,0.5846153846153846,0.5795246800731262
HEAD ULTIMATE POWER GREEN WITH CB,69.95,head,"negro, verde",2,2,0,0,2,2,2,2,hombre,0.576923076923077,0.586837294332724
PALA SIUX TRILOGY II CONTROL PATTY PRO,115.0,siux,"negro, verde",1,2,0,0,3,1,1,1,mujer,0.42307692307692313,0.4515539305301645
BULLPADEL INDIGA PWR 2024,51.95,bullpadel,"blanco, rojo",3,4,1,1,1,3,1,3,mixta,0.8730769230769231,0.8025594149908593
BULLPADEL HACK 02,129.95,bullpadel,"negro, verde",3,2,0,3,2,3,1,3,hombre,0.8653846153846154,0.8391224862888482
BLACK CROWN PITON,104.95,black crown,"negro, gold",1,2,0,0,2,1,1,0,mixta,0.3269230769230769,0.3235831809872029
WILSON ULTRA PRO V2,108.95,wilson,"negro, azul",3,3,0,0,2,3,2,0,hombre,0.6153846153846154,0.6307129798903108
BABOLAT TECHNICAL VERTUO 2023,127.95,babolat,"amarillo, rojo",3,2,0,2,2,3,2,3,hombre,0.8461538461538463,0.8391224862888482
HEAD ULTIMATE POWER II WITH CB AMARILLO VERDE,74.95,head,"negro, amarillo, verde",2,2,0,0,2,0,1,2,hombre,0.46153846153846156,0.43327239488117003
BULLPADEL FLOW LIGHT MUJER 2024,69.95,bullpadel,"naranja, azul",1,2,1,0,2,1,1,1,mujer,0.4307692307692308,0.4149908592321755
NOX X-ONE EVO RED,64.95,nox,"negro, rojo",2,2,1,2,1,1,1,2,mixta,0.6230769230769231,0.5393053016453382
DUNLOP SKIN ATTACK SOFT,59.95,dunlop,"negro, amarillo, gris",3,4,0,0,1,3,1,0,mixta,0.5961538461538461,0.5575868372943328
BULLPADEL VERTEX 04 HYBRID,194.95,bullpadel,"negro, rojo",1,2,0,2,3,0,2,1,hombre,0.5384615384615385,0.5283363802559415
SIUX RAVEN 18K CONTROL,114.95,siux,"negro, azul",2,4,0,0,2,1,1,0,mixta,0.5,0.46617915904936014
DUNLOP IMPACT HL RED,49.95,dunlop,"negro, rojo",2,4,1,0,1,2,1,0,mixta,0.5461538461538462,0.4844606946983547
BLACK CROWN PITON 2.0,99.95,black crown,"negro, plateado",1,3,1,0,2,1,2,0,mixta,0.46923076923076923,0.44789762340036565
NOX ML10 PRO CUP SILVER 2023,129.95,nox,"blanco, plateado, rosa",1,2,1,0,3,1,1,1,mujer,0.46923076923076923,0.48811700182815354
BULLPADEL INDIGA CTR 2024,49.95,bullpadel,"negro, verde",1,4,1,0,1,1,1,1,mixta,0.5076923076923077,0.4296160877513711
HEAD GRAPHENE TOUCH EXPLOSION,94.95,head,"negro, amarillo, rojo",2,2,0,0,2,2,1,2,hombre,0.5384615384615385,0.5429616087751371
SIUX DIABLO REVOLUTION PRO 3,295.0,siux,"negro, rojo",2,2,0,2,2,0,2,2,hombre,0.6153846153846154,0.5648994515539306
DUNLOP IMPACT PRO HL GREEN,59.95,dunlop,"negro, azul, verde",2,2,1,0,2,0,1,0,mixta,0.3923076923076923,0.3601462522851919
BABOLAT TECHNICAL VERTUO JUAN LEBRON 2024,159.95,bullpadel,rojo,3,2,2,2,2,3,2,3,hombre,0.9384615384615385,0.9122486288848263
BULLPADEL IONIC POWER 24,122.95,babolat,"negro, blanco, rojo",3,2,0,2,3,3,2,3,hombre,0.8846153846153847,0.9122486288848263
BULLPADEL BRAVE 3.0,74.95,bullpadel,"amarillo, gris",2,4,1,0,1,2,1,0,mixta,0.5461538461538462,0.4844606946983547
ADIDAS METALBONE HRD+ 2024,350.95,adidas,"negro, blanco",3,3,0,3,2,3,0,3,hombre,0.8846153846153847,0.8391224862888482
RS RIALTO PRO CAYETANO ROCAFORT,305.95,No data,negro,2,2,0,1,2,2,2,2,hombre,0.6346153846153847,0.6307129798903108
SIUX SX7 AIR,59.95,siux,"negro, morado",1,4,1,1,1,1,1,0,mujer,0.5076923076923077,0.4186471663619744
ADIDAS CROSS IT 2024,225.95,adidas,naranja,3,3,0,3,3,3,2,3,hombre,1.0,0.9999999999999999
HEAD GRAPHENE XT MASTER LTD WITH CB,179.95,head,"negro, blanco",1,1,0,2,2,1,2,1,mixta,0.4807692307692308,0.46617915904936014
ADIDAS ADIPOWER LEGEND 2024,186.95,adidas,No data,3,4,0,1,2,3,2,3,hombre,0.9038461538461539,0.882998171846435
SIUX IMPACT,79.95,siux,"negro, azul",2,4,0,0,1,1,2,0,mixta,0.5,0.43692870201096895
NOX ML10 PRO CUP SURVIVOR,113.95,nox,"negro, verde",2,4,1,0,2,1,1,0,mixta,0.5461538461538462,0.5027422303473492
NOX ML10 PRO CUP 3K LUXURY SERIES 2024,168.95,nox,"negro, blanco, rojo",2,2,0,2,2,1,2,1,hombre,0.5961538461538461,0.5648994515539306
SOFTEE BASICA INICIACION,4.95,softee,amarillo,2,0,0,0,1,0,1,0,mixta,0.19230769230769232,0.1627056672760512
WILSON BELA PRO V2,217.95,wilson,rojo,2,2,0,0,2,3,2,2,mixta,0.6153846153846154,0.6416819012797076
BULLPADEL HACK 03 COMFORT 24,145.99,bullpadel,negro,3,2,0,2,2,3,2,3,mixta,0.8461538461538463,0.8391224862888482
HEAD ALPHA JUNIOR SANYO,52.95,head,"negro, blanco",2,1,0,0,1,2,1,0,mixta,0.3269230769230769,0.3162705667276051
SIUX PEGASUS GRAFENO 1K,149.95,siux,"negro, gris",0,4,0,1,2,2,1,2,hombre,0.5961538461538461,0.5923217550274222
SIUX SNAKE WOMAN,99.95,siux,"negro, blanco",2,4,1,0,2,0,1,0,mujer,0.5076923076923077,0.44789762340036565
BLACK CROWN HURRICANE PRO 2.0 2023,181.95,black crown,"gris, rosa",3,4,0,0,2,1,1,3,mujer,0.7307692307692308,0.6855575868372944
VIBOR-A LIQUID YARARA,129.95,vibor-a,"negro, gold",2,2,0,0,2,2,2,0,mixta,0.46153846153846156,0.4771480804387569
BABOLAT CONTACT 2022,71.95,babolat,"azul, rojo",1,4,1,0,1,1,1,2,mixta,0.5653846153846154,0.4844606946983547
WILSON BLADE TEAM V2,39.95,wilson,"negro, verde",2,4,1,0,2,2,1,0,mixta,0.5846153846153846,0.5575868372943328
DUNLOP TITAN 2.0 PINK,89.95,dunlop,No data,2,0,1,2,2,0,1,2,mujer,0.5076923076923077,0.46983546617915906
ADIDAS METALBONE TEAM LIGHT 3.3 2024,169.95,adidas,"negro, azul",1,2,1,1,2,1,2,1,hombre,0.5269230769230769,0.5027422303473492
ADIDAS ADIPOWER CTRL TEAM 3.3,109.95,adidas,naranja,1,4,1,2,2,1,1,1,hombre,0.6615384615384615,0.5904936014625228
SIUX RAVEN 3K HYBRID,99.95,siux,"negro, verde",2,4,0,0,2,0,1,0,mixta,0.46153846153846156,0.4113345521023766
HEAD EXTREME PRO ARTURO COELLO 2024,320.0,head,No data,3,1,2,2,2,3,2,3,hombre,0.8807692307692307,0.8683729433272395
BLACK CROWN PITON ATTACK 16K 2023,129.95,black crown,"negro, naranja",3,4,0,2,2,2,2,3,hombre,0.9230769230769231,0.8720292504570385
ENEBE MASSIVE 21,84.95,enebe,"negro, rojo",3,2,0,0,2,3,1,0,mixta,0.5192307692307693,0.5429616087751371
HEAD RADICAL MOTION 2024,164.95,head,rojo,2,0,0,0,2,2,0,2,hombre,0.38461538461538464,0.4113345521023766
VARLION LW HEXAGON 8.8 WOMAN,52.95,varlion,"negro, rosa",1,4,1,1,1,1,1,1,mujer,0.5653846153846154,0.4734917733089579
ADIDAS DRIVE LIGHT 3.3,59.95,adidas,"negro, blanco, azul",1,4,1,1,1,1,1,1,mujer,0.5653846153846154,0.4734917733089579
DUNLOP INFINITY PRO G1 HL BLACK,94.95,dunlop,negro,2,2,0,0,2,2,2,0,mixta,0.46153846153846156,0.4771480804387569
VARLION LW CARBON TI,65.95,varlion,"negro, morado",1,4,2,0,2,1,2,0,mixta,0.5730769230769232,0.5283363802559415
HEAD GRAVITY ELITE 2022,89.95,head,"gris, morado",1,1,1,0,2,1,1,0,mixta,0.3153846153846154,0.3162705667276051
VIBOR-A SERPENT ADVANCE 2022,75.95,vibor-a,"negro, verde",2,4,1,0,2,2,2,0,mixta,0.6230769230769231,0.6014625228519196
ENEBE MASSIVE 22,103.95,enebe,"negro, rojo",3,4,0,0,2,3,1,0,mixta,0.6346153846153847,0.6307129798903108
RS PADEL PRIME EDITION 2.0 BLANCO MUJER,188.95,No data,"blanco, gold",2,2,0,0,2,2,2,0,mujer,0.46153846153846156,0.4771480804387569
HEAD FLASH PRO,125.95,head,No data,2,4,1,1,2,2,1,2,hombre,0.7576923076923077,0.7111517367458866
KOMBAT MM3 PRO 2024,125.0,No data,blanco,2,2,0,2,2,2,2,2,hombre,0.6923076923076923,0.6745886654478978
BULLPADEL HACK 03 2023,159.95,bullpadel,"negro, plateado",3,2,0,0,2,3,1,3,mixta,0.6923076923076923,0.7074954296160878
BABOLAT TECHNICAL VIPER LEBRON 2023,159.95,babolat,"negro, azul, rojo",3,2,0,3,3,3,2,3,hombre,0.9423076923076924,0.9561243144424131
NOX AT10 GENIUS 12K BY AGUSTIN TAPIA 23,179.95,nox,"negro, verde",3,2,0,0,2,2,2,2,mixta,0.6346153846153847,0.6416819012797076
BULLPADEL VERTEX 03 2023,169.95,bullpadel,"negro, gold, naranja",3,2,0,0,2,3,2,3,mixta,0.7307692307692308,0.7513711151736746
SIUX DIABLO REVOLUTION II SANYO PRO RACKET,159.95,siux,"blanco, gris",2,4,0,2,3,0,1,2,hombre,0.7307692307692308,0.6819012797074954
BABOLAT AIR VIPER 2022,148.95,babolat,"negro, blanco, azul",2,2,0,0,3,2,2,0,hombre,0.5,0.5502742230347349
PACK PALA BULLPADEL VERTEX 2 LTD MUJER,110.95,bullpadel,No data,2,2,0,2,2,3,2,3,mujer,0.7884615384615385,0.7842778793418647
BULLPADEL VERTEX 03 CTR 2023,155.95,bullpadel,"negro, amarillo",1,2,0,0,2,1,2,1,mixta,0.42307692307692313,0.42230347349177333
NOX AT10 GENIUS 18K AGUSTIN TAPIA 2024,209.95,nox,blanco,2,2,0,2,2,2,2,2,mixta,0.6923076923076923,0.6745886654478978
BABOLAT TECHNICAL VERON 2023,125.95,babolat,"negro, rojo",3,2,2,2,2,3,2,3,mixta,0.9384615384615385,0.9122486288848263
HEAD GRAPHENE 360 DELTA GOLD,89.95,head,"negro, gold",3,1,1,0,2,3,1,0,mixta,0.5076923076923077,0.5356489945155393
BULLPADEL VERTEX 03 W MUJER 2023,109.95,bullpadel,"blanco, azul, rosa",3,2,2,0,2,3,2,3,mujer,0.823076923076923,0.8244972577696527
PALA SIUX DIABLO REVOLUTION II AIR,129.95,siux,"negro, blanco, gris",2,2,0,2,3,0,1,2,hombre,0.6153846153846154,0.5941499085923218
BABOLAT COUNTER VERON 2023,118.95,babolat,"negro, amarillo",2,2,2,0,2,1,2,2,mixta,0.6307692307692307,0.6051188299817185
NOX ML10 PRO CUP COORP 23,104.95,nox,"blanco, gold",2,2,1,0,2,1,1,2,mixta,0.5461538461538462,0.5246800731261426
BABOLAT TECHNICAL VIPER 2023,148.95,babolat,"negro, rojo",3,2,0,2,3,3,2,3,hombre,0.8846153846153847,0.9122486288848263
PALA SIUX FENIX II 3K,89.95,siux,"negro, naranja",2,2,0,0,2,0,2,2,hombre,0.5,0.4771480804387569
DUNLOP SONIC,179.95,dunlop,"negro, amarillo",2,4,0,0,1,2,1,0,mixta,0.5,0.44789762340036565
SIUX DIABLO REVOLUTION II,129.95,siux,"negro, blanco, plateado",3,2,0,3,3,0,2,2,hombre,0.7692307692307693,0.7367458866544789
PALA SIUX TRILOGY 3 ATTACK,99.0,siux,"negro, azul",3,4,0,2,2,3,2,3,hombre,0.9615384615384616,0.9268738574040221
NOX MM2 PRO BY MANU MARTIN,107.95,nox,"negro, rojo",0,3,0,0,3,0,2,2,hombre,0.4807692307692308,0.5118829981718465
DROP SHOT INDIGO LTD,106.95,drop shot,"negro, azul",2,2,0,0,2,2,1,0,mixta,0.42307692307692313,0.43327239488117003
SIUX ASTRA 3.0 HYBRID,59.95,siux,"negro, amarillo, verde",2,4,0,0,1,0,2,2,hombre,0.576923076923077,0.4917733089579525
BLACK CROWN PITON NAKANO 15K,108.95,black crown,No data,1,4,0,0,2,1,1,0,mixta,0.44230769230769235,0.4113345521023766
STARVIE METHEORA DUAL 2024,169.0,No data,amarillo,3,2,0,2,2,2,2,2,hombre,0.75,0.7294332723948812
STARVIE BASALTO PRO 2024,156.0,No data,"negro, azul",1,0,0,2,2,1,2,1,hombre,0.42307692307692313,0.42230347349177333
BULLPADEL VERTEX 04 COMFORT,142.95,bullpadel,negro,3,2,0,2,3,3,2,3,hombre,0.8846153846153847,0.9122486288848263
SIUX DIABLO REVOLUTION LITE 3,229.0,siux,"negro, rojo",2,2,0,2,2,0,0,2,hombre,0.5384615384615385,0.4771480804387569
SOFTEE SPEED ORANGE POWER,113.95,softee,"negro, naranja",2,4,0,0,2,2,2,0,mixta,0.576923076923077,0.5648994515539306
ADIDAS DRIVE 3.3 VINTAGE,63.95,adidas,"blanco, marrón",1,4,1,1,1,1,1,1,hombre,0.5653846153846154,0.4734917733089579
SOFTEE PRO MASTER EVOLUTION FUCSIA,49.95,softee,"negro, fucsia",2,4,1,0,1,0,1,2,mixta,0.5846153846153846,0.4844606946983547
DUNLOP RAPID CONTROL 4.0,62.95,dunlop,"negro, marrón",1,4,1,1,1,1,1,1,mixta,0.5653846153846154,0.4734917733089579
DUNLOP TITAN PRO ORANGE 2024,94.95,dunlop,naranja,2,0,1,2,2,0,1,2,hombre,0.5076923076923077,0.46983546617915906
VIBOR-A BLACK MAMBA,159.95,vibor-a,negro,2,4,1,2,1,2,2,2,mixta,0.8153846153846154,0.7257769652650823
ADIDAS ADIPOWER MULTIWEIGHT CTRL 3.3,256.95,adidas,negro,1,3,0,3,2,1,2,1,hombre,0.6538461538461539,0.5978062157221207
ENEBE AEROX CARBON 22,105.95,enebe,"negro, azul",2,4,0,0,2,2,1,0,mixta,0.5384615384615385,0.5210237659963437
MYSTICA LEGACY CONTROL PINK 2024,50.95,No data,"negro, rosa",1,2,1,2,1,1,1,1,mixta,0.5076923076923077,0.4296160877513711
ADIDAS MATCH LIGHT 3.3 2024,49.95,adidas,blanco,3,4,1,1,1,2,1,2,mixta,0.7769230769230769,0.6928702010968921
VARLION BOURNE PRISMA RADIO W AZUL 2023,229.95,varlion,"negro, azul",3,1,0,0,3,3,2,3,mixta,0.7115384615384616,0.7806215722120657
RS RIALTO PRO 95081,189.95,No data,No data,2,4,0,0,3,2,2,2,hombre,0.7307692307692308,0.7477148080438757
ADIDAS ADIPOWER CTRL MTW PRO EDT BY ÁLEX RUIZ,305.95,adidas,"blanco, rojo",3,0,0,2,3,1,2,1,hombre,0.576923076923077,0.6051188299817185
BLACK CROWN SNAKE 2022,103.95,black crown,"negro, verde",2,4,0,0,2,1,1,0,mixta,0.5,0.46617915904936014
VARLION LW SUMMUM PRISMA S,188.95,varlion,"negro, gris, azul",1,3,0,0,2,1,2,0,hombre,0.42307692307692313,0.4113345521023766
HARLEM COREX 18K,95.95,No data,"negro, amarillo, azul",0,4,0,0,2,0,1,0,mixta,0.34615384615384615,0.3290676416819013
VIBOR-A BLACK MAMBA RADICAL 12K 2024,279.95,vibor-a,negro,2,2,0,2,3,2,2,3,hombre,0.7884615384615385,0.8025594149908593
DUNLOP TITAN PRO WHITE 2024,94.95,dunlop,negro,2,0,1,2,2,0,1,2,hombre,0.5076923076923077,0.46983546617915906
